Athlete_ID,Sport_Type,Training_Hours,Training_Intensity,Sleep_Hours,Nutrition_Score,Fatigue_Level,Recovery_Index,Performance_Score,Injury_Risk,Date,Training_Load,Wellness Score,Acute_Load,Chronic_Load,ACWR,Risk_Level,Avg_Training_Load,Recent_Load,Load_Ratio
A0901,Cricket,1.84,1,8.2,86,7,81,70,Low,2027-06-20,1.84,83.0,1.84,,1.0,Optimal,1.84,1.84,1.0
A0902,Athletics,1.84,9,5.0,97,2,40,85,Low,2027-06-21,16.560000000000002,62.333333333333336,16.560000000000002,,1.0,Optimal,16.560000000000002,16.560000000000002,1.0
A0903,Swimming,1.18,8,8.7,64,2,78,89,Low,2027-06-22,9.44,76.33333333333333,9.44,,1.0,Optimal,9.44,9.44,1.0
A0904,Badminton,4.68,8,6.8,96,6,71,95,Low,2027-06-23,37.44,78.33333333333333,37.44,,1.0,Optimal,37.44,37.44,1.0
A0905,Tennis,4.32,10,7.2,53,2,65,93,Low,2027-06-24,43.2,63.333333333333336,43.2,,1.0,Optimal,43.2,43.2,1.0
A0906,Basketball,3.37,6,6.0,89,6,56,71,Medium,2027-06-25,20.22,68.33333333333333,20.22,,1.0,Optimal,20.22,20.22,1.0
A0907,Basketball,5.22,7,8.0,65,2,87,79,Medium,2027-06-26,36.54,77.33333333333333,36.54,,1.0,Optimal,36.54,36.54,1.0
A0908,Tennis,5.03,6,5.3,77,4,98,99,High,2027-06-27,30.18,76.0,30.18,,1.0,Optimal,30.18,30.18,1.0
A0909,Badminton,3.93,9,8.5,65,7,66,92,Medium,2027-06-28,35.370000000000005,72.0,35.370000000000005,,1.0,Optimal,35.370000000000005,35.370000000000005,1.0
A0910,Swimming,5.34,3,8.3,53,8,63,79,Low,2027-06-29,16.02,66.33333333333333,16.02,,1.0,Optimal,16.02,16.02,1.0
A0911,Tennis,2.03,3,5.9,94,3,74,57,Low,2027-06-30,6.09,75.66666666666667,6.09,,1.0,Optimal,6.09,6.09,1.0
A0912,Cricket,1.56,3,8.2,75,9,85,83,Low,2027-07-01,4.68,80.66666666666667,4.68,,1.0,Optimal,4.68,4.68,1.0
A0913,Cricket,2.35,10,8.1,77,2,81,96,Low,2027-07-02,23.5,79.66666666666667,23.5,,1.0,Optimal,23.5,23.5,1.0
A0914,Basketball,1.29,3,7.5,81,8,93,58,Low,2027-07-03,3.87,83.0,3.87,,1.0,Optimal,3.87,3.87,1.0
A0915,Athletics,3.66,9,6.5,94,8,78,100,Medium,2027-07-04,32.94,79.0,32.94,,1.0,Optimal,32.94,32.94,1.0
A0916,Swimming,5.68,4,6.1,51,4,65,69,Low,2027-07-05,22.72,59.0,22.72,,1.0,Optimal,22.72,22.72,1.0
A0917,Basketball,1.2,7,5.9,80,1,88,89,Low,2027-07-06,8.4,75.66666666666667,8.4,,1.0,Optimal,8.4,8.4,1.0
A0918,Athletics,1.61,9,6.3,52,1,77,74,Low,2027-07-07,14.49,64.0,14.49,,1.0,Optimal,14.49,14.49,1.0
A0919,Athletics,3.26,7,8.6,57,2,62,68,High,2027-07-08,22.82,68.33333333333333,22.82,,1.0,Optimal,22.82,22.82,1.0
A0920,Hockey,5.67,9,5.3,73,9,61,54,Low,2027-07-09,51.03,62.333333333333336,51.03,,1.0,Optimal,51.03,51.03,1.0
A0921,Cricket,2.58,3,8.3,64,2,43,60,Medium,2027-07-10,7.74,63.333333333333336,7.74,,1.0,Optimal,7.74,7.74,1.0
A0922,Badminton,3.54,4,6.4,92,2,88,64,Medium,2027-07-11,14.16,81.33333333333333,14.16,,1.0,Optimal,14.16,14.16,1.0
A0923,Football,1.21,8,7.1,80,6,98,57,High,2027-07-12,9.68,83.0,9.68,,1.0,Optimal,9.68,9.68,1.0
A0924,Badminton,1.74,6,8.2,58,7,48,68,Medium,2027-07-13,10.44,62.666666666666664,10.44,,1.0,Optimal,10.44,10.44,1.0
A0925,Football,5.93,5,8.5,88,7,43,72,Medium,2027-07-14,29.65,72.0,29.65,,1.0,Optimal,29.65,29.65,1.0
A0926,Tennis,5.83,4,6.4,94,9,46,76,Low,2027-07-15,23.32,68.0,23.32,,1.0,Optimal,23.32,23.32,1.0
A0927,Cricket,1.02,8,6.8,51,6,62,89,Low,2027-07-16,8.16,60.333333333333336,8.16,,1.0,Optimal,8.16,8.16,1.0
A0928,Athletics,5.76,1,6.7,57,8,41,81,Low,2027-07-17,5.76,55.0,5.76,,1.0,Optimal,5.76,5.76,1.0
A0929,Swimming,4.2,9,5.1,56,6,88,75,Low,2027-07-18,37.800000000000004,65.0,37.800000000000004,,1.0,Optimal,37.800000000000004,37.800000000000004,1.0
A0930,Football,5.34,1,6.2,93,2,63,76,High,2027-07-19,5.34,72.66666666666667,5.34,,1.0,Optimal,5.34,5.34,1.0
A0931,Badminton,3.27,8,6.8,100,1,79,68,Low,2027-07-20,26.16,82.33333333333333,26.16,,1.0,Optimal,26.16,26.16,1.0
A0932,Athletics,3.58,4,6.6,88,5,94,99,Medium,2027-07-21,14.32,82.66666666666667,14.32,,1.0,Optimal,14.32,14.32,1.0
A0933,Football,3.44,9,7.9,91,9,70,91,Low,2027-07-22,30.96,80.0,30.96,,1.0,Optimal,30.96,30.96,1.0
A0934,Football,4.33,5,6.5,65,8,86,78,Low,2027-07-23,21.65,72.0,21.65,,1.0,Optimal,21.65,21.65,1.0
A0935,Hockey,1.7,3,7.0,84,4,70,88,High,2027-07-24,5.1,74.66666666666667,5.1,,1.0,Optimal,5.1,5.1,1.0
A0936,Football,1.15,9,6.7,79,5,86,90,Low,2027-07-25,10.35,77.33333333333333,10.35,,1.0,Optimal,10.35,10.35,1.0
A0937,Swimming,2.54,9,8.0,59,5,79,82,Low,2027-07-26,22.86,72.66666666666667,22.86,,1.0,Optimal,22.86,22.86,1.0
A0938,Cricket,4.52,4,8.5,87,6,87,68,Low,2027-07-27,18.08,86.33333333333333,18.08,,1.0,Optimal,18.08,18.08,1.0
A0939,Swimming,2.01,4,7.1,67,3,90,86,Low,2027-07-28,8.04,76.0,8.04,,1.0,Optimal,8.04,8.04,1.0
A0940,Basketball,4.37,8,8.2,99,5,82,68,Low,2027-07-29,34.96,87.66666666666667,34.96,,1.0,Optimal,34.96,34.96,1.0
A0941,Athletics,5.85,2,6.2,54,2,73,82,Low,2027-07-30,11.7,63.0,11.7,,1.0,Optimal,11.7,11.7,1.0
A0942,Cricket,1.47,9,7.2,78,10,94,96,Low,2027-07-31,13.23,81.33333333333333,13.23,,1.0,Optimal,13.23,13.23,1.0
A0943,Hockey,4.36,6,6.4,88,1,63,65,Medium,2027-08-01,26.160000000000004,71.66666666666667,26.160000000000004,,1.0,Optimal,26.160000000000004,26.160000000000004,1.0
A0944,Cricket,3.22,9,6.7,83,1,88,72,Medium,2027-08-02,28.98,79.33333333333333,28.98,,1.0,Optimal,28.98,28.98,1.0
A0945,Cricket,5.34,8,7.9,92,10,99,56,Low,2027-08-03,42.72,90.0,42.72,,1.0,Optimal,42.72,42.72,1.0
A0946,Badminton,1.89,7,8.5,94,7,65,75,Low,2027-08-04,13.229999999999999,81.33333333333333,13.229999999999999,,1.0,Optimal,13.229999999999999,13.229999999999999,1.0
A0947,Cricket,4.46,1,5.5,72,2,55,81,Medium,2027-08-05,4.46,60.666666666666664,4.46,,1.0,Optimal,4.46,4.46,1.0
A0948,Hockey,5.19,3,7.5,54,4,96,61,Low,2027-08-06,15.57,75.0,15.57,,1.0,Optimal,15.57,15.57,1.0
A0949,Swimming,5.72,2,7.3,79,5,86,57,Low,2027-08-07,11.44,79.33333333333333,11.44,,1.0,Optimal,11.44,11.44,1.0
A0950,Cricket,4.42,5,5.5,55,7,52,54,Low,2027-08-08,22.1,54.0,22.1,,1.0,Optimal,22.1,22.1,1.0
A0951,Tennis,3.49,5,5.8,95,2,54,91,Medium,2027-08-09,17.450000000000003,69.0,17.450000000000003,,1.0,Optimal,17.450000000000003,17.450000000000003,1.0
A0952,Athletics,4.09,5,6.2,93,6,66,77,Low,2027-08-10,20.45,73.66666666666667,20.45,,1.0,Optimal,20.45,20.45,1.0
A0953,Cricket,5.34,4,5.7,53,1,43,54,Low,2027-08-11,21.36,51.0,21.36,,1.0,Optimal,21.36,21.36,1.0
A0954,Athletics,3.85,5,6.0,78,7,55,98,Low,2027-08-12,19.25,64.33333333333333,19.25,,1.0,Optimal,19.25,19.25,1.0
A0955,Tennis,1.15,3,6.1,72,9,69,75,Low,2027-08-13,3.4499999999999997,67.33333333333333,3.4499999999999997,,1.0,Optimal,3.4499999999999997,3.4499999999999997,1.0
A0956,Tennis,5.65,1,6.3,55,5,83,54,Low,2027-08-14,5.65,67.0,5.65,,1.0,Optimal,5.65,5.65,1.0
A0957,Athletics,4.45,5,8.0,81,5,69,71,Low,2027-08-15,22.25,76.66666666666667,22.25,,1.0,Optimal,22.25,22.25,1.0
A0958,Football,4.38,9,7.3,91,4,75,64,Medium,2027-08-16,39.42,79.66666666666667,39.42,,1.0,Optimal,39.42,39.42,1.0
A0959,Basketball,2.08,9,8.9,67,3,42,62,High,2027-08-17,18.72,66.0,18.72,,1.0,Optimal,18.72,18.72,1.0
A0960,Badminton,4.29,4,6.7,64,9,61,77,Low,2027-08-18,17.16,64.0,17.16,,1.0,Optimal,17.16,17.16,1.0
A0961,Football,2.97,3,8.0,89,5,88,82,Low,2027-08-19,8.91,85.66666666666667,8.91,,1.0,Optimal,8.91,8.91,1.0
A0962,Football,4.26,1,8.5,81,8,61,92,Low,2027-08-20,4.26,75.66666666666667,4.26,,1.0,Optimal,4.26,4.26,1.0
A0963,Swimming,1.53,2,7.7,58,9,89,72,Medium,2027-08-21,3.06,74.66666666666667,3.06,,1.0,Optimal,3.06,3.06,1.0
A0964,Badminton,4.29,8,6.6,86,5,96,82,Medium,2027-08-22,34.32,82.66666666666667,34.32,,1.0,Optimal,34.32,34.32,1.0
A0965,Badminton,6.0,1,8.0,59,10,89,92,Low,2027-08-23,6.0,76.0,6.0,,1.0,Optimal,6.0,6.0,1.0
A0966,Football,1.24,8,5.8,69,9,94,67,Low,2027-08-24,9.92,73.66666666666667,9.92,,1.0,Optimal,9.92,9.92,1.0
A0967,Cricket,5.89,7,6.3,55,2,99,99,Medium,2027-08-25,41.23,72.33333333333333,41.23,,1.0,Optimal,41.23,41.23,1.0
A0968,Swimming,3.03,8,7.2,97,9,88,79,Low,2027-08-26,24.24,85.66666666666667,24.24,,1.0,Optimal,24.24,24.24,1.0
A0969,Swimming,5.35,6,7.3,52,4,51,75,Low,2027-08-27,32.099999999999994,58.666666666666664,32.099999999999994,,1.0,Optimal,32.099999999999994,32.099999999999994,1.0
A0970,Tennis,4.91,9,5.1,91,6,94,65,Low,2027-08-28,44.19,78.66666666666667,44.19,,1.0,Optimal,44.19,44.19,1.0
A0971,Hockey,3.84,3,8.8,60,6,60,62,Low,2027-08-29,11.52,69.33333333333333,11.52,,1.0,Optimal,11.52,11.52,1.0
A0972,Badminton,4.69,10,7.8,92,6,95,88,Low,2027-08-30,46.900000000000006,88.33333333333333,46.900000000000006,,1.0,Optimal,46.900000000000006,46.900000000000006,1.0
A0973,Football,5.39,4,7.0,66,2,43,82,Medium,2027-08-31,21.56,59.666666666666664,21.56,,1.0,Optimal,21.56,21.56,1.0
A0974,Tennis,3.02,6,8.7,81,7,70,75,Low,2027-09-01,18.12,79.33333333333333,18.12,,1.0,Optimal,18.12,18.12,1.0
A0975,Athletics,2.64,8,6.8,53,6,83,97,Low,2027-09-02,21.12,68.0,21.12,,1.0,Optimal,21.12,21.12,1.0
A0976,Basketball,4.34,5,8.9,53,1,70,50,Low,2027-09-03,21.7,70.66666666666667,21.7,,1.0,Optimal,21.7,21.7,1.0
A0977,Hockey,5.04,3,7.0,66,2,97,98,Low,2027-09-04,15.120000000000001,77.66666666666667,15.120000000000001,,1.0,Optimal,15.120000000000001,15.120000000000001,1.0
A0978,Hockey,4.81,6,5.5,90,7,62,87,Low,2027-09-05,28.86,69.0,28.86,,1.0,Optimal,28.86,28.86,1.0
A0979,Hockey,4.99,4,8.1,68,1,93,51,Low,2027-09-06,19.96,80.66666666666667,19.96,,1.0,Optimal,19.96,19.96,1.0
A0980,Swimming,3.18,9,7.7,54,1,92,98,Medium,2027-09-07,28.62,74.33333333333333,28.62,,1.0,Optimal,28.62,28.62,1.0
A0981,Athletics,5.09,3,8.1,81,1,59,55,Low,2027-09-08,15.27,73.66666666666667,15.27,,1.0,Optimal,15.27,15.27,1.0
A0982,Hockey,1.6,4,8.8,71,8,54,95,Low,2027-09-09,6.4,71.0,6.4,,1.0,Optimal,6.4,6.4,1.0
A0983,Athletics,3.72,7,8.1,55,4,62,99,Low,2027-09-10,26.040000000000003,66.0,26.040000000000003,,1.0,Optimal,26.040000000000003,26.040000000000003,1.0
A0984,Cricket,1.03,7,7.4,84,4,67,87,Low,2027-09-11,7.21,75.0,7.21,,1.0,Optimal,7.21,7.21,1.0
A0985,Hockey,2.62,4,8.4,71,2,55,91,Medium,2027-09-12,10.48,70.0,10.48,,1.0,Optimal,10.48,10.48,1.0
A0986,Basketball,2.83,6,7.7,50,1,76,73,Low,2027-09-13,16.98,67.66666666666667,16.98,,1.0,Optimal,16.98,16.98,1.0
A0987,Athletics,2.98,3,6.6,69,10,60,67,High,2027-09-14,8.94,65.0,8.94,,1.0,Optimal,8.94,8.94,1.0
A0988,Athletics,4.48,6,8.5,71,9,54,76,Low,2027-09-15,26.880000000000003,70.0,26.880000000000003,,1.0,Optimal,26.880000000000003,26.880000000000003,1.0
A0989,Basketball,2.94,2,5.9,97,7,56,90,Medium,2027-09-16,5.88,70.66666666666667,5.88,,1.0,Optimal,5.88,5.88,1.0
A0990,Hockey,3.24,8,7.9,60,4,89,57,Low,2027-09-17,25.92,76.0,25.92,,1.0,Optimal,25.92,25.92,1.0
A0991,Basketball,2.19,2,8.5,62,6,76,77,Low,2027-09-18,4.38,74.33333333333333,4.38,,1.0,Optimal,4.38,4.38,1.0
A0992,Athletics,2.87,7,7.9,91,2,52,59,Low,2027-09-19,20.09,74.0,20.09,,1.0,Optimal,20.09,20.09,1.0
A0993,Basketball,2.14,9,7.8,52,7,58,66,Low,2027-09-20,19.26,62.666666666666664,19.26,,1.0,Optimal,19.26,19.26,1.0
A0994,Athletics,1.37,1,8.0,58,2,69,78,Medium,2027-09-21,1.37,69.0,1.37,,1.0,Optimal,1.37,1.37,1.0
A0995,Athletics,4.02,8,6.9,61,10,84,55,Medium,2027-09-22,32.16,71.33333333333333,32.16,,1.0,Optimal,32.16,32.16,1.0
A0996,Cricket,4.34,7,8.5,72,8,57,63,Low,2027-09-23,30.38,71.33333333333333,30.38,,1.0,Optimal,30.38,30.38,1.0
A0997,Football,4.1,6,5.8,63,8,53,71,Low,2027-09-24,24.599999999999998,58.0,24.599999999999998,,1.0,Optimal,24.599999999999998,24.599999999999998,1.0
A0998,Athletics,3.32,6,5.5,82,1,75,55,Low,2027-09-25,19.919999999999998,70.66666666666667,19.919999999999998,,1.0,Optimal,19.919999999999998,19.919999999999998,1.0
A0999,Hockey,2.9,6,6.1,67,8,75,75,Medium,2027-09-26,17.4,67.66666666666667,17.4,,1.0,Optimal,17.4,17.4,1.0
A1000,Tennis,5.32,9,7.1,98,2,59,88,Low,2027-09-27,47.88,76.0,47.88,,1.0,Optimal,47.88,47.88,1.0
